Bill No,Year,Short Title of Bill,Ministry,Date of Introduction,Date of Passing in Lok Sabha,Date of Passing in Rajya Sabha,Date of Assent,Act No,Bill Category,Status,URL for Bills as Introduced,URL for Bills as Passed in Both Houses,URL of Errata
118,2009,"The Competition (Amendment) Bill, 2009",CORPORATE AFFAIRS,11/12/2009,14/12/2009,16/12/2009,22/12/2009,39,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Competition amdt 2009 (118 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/competition.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Competition (amendment) 8.12.09.doc
118,2009,"The Competition (Amendment) Bill, 2009",CORPORATE AFFAIRS,11/12/2009,14/12/2009,16/12/2009,22/12/2009,39,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Competition amdt 2009 (118 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/competition.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Competition (amendment) 8.12.09.doc
129,2009,"The Coinage Bill, 2011",FINANCE,17/12/2009,25/03/2011,11/08/2011,01/09/2011,11,Financial Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Coinage (129 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Coinage.pdf,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum Coinage Bill, 14.12.09.doc"
129,2009,"The Coinage Bill, 2011",FINANCE,17/12/2009,25/03/2011,11/08/2011,01/09/2011,11,Financial Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Coinage (129 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Coinage.pdf,"http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum Coinage Bill, 14.12.09.doc"
130,2009,"The Jharkhand Appropriation (No.3) Bill, 2009",FINANCE,11/12/2009,11/12/2009,NA,22/12/2009,43,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Jharkhand No3 (130 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/130-F OF 2009 Jharkhand No 3.pdf,NA
130,2009,"The Jharkhand Appropriation (No.3) Bill, 2009",FINANCE,11/12/2009,11/12/2009,NA,22/12/2009,43,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Jharkhand No3 (130 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/130-F OF 2009 Jharkhand No 3.pdf,NA
131,2009,"The Appropriation (No.4) Bill, 2009",FINANCE,11/12/2009,11/12/2009,NA,22/12/2009,42,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr No 4 (131 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/131-F of 2009 Appr No 4.pdf,NA
131,2009,"The Appropriation (No.4) Bill, 2009",FINANCE,11/12/2009,11/12/2009,NA,22/12/2009,42,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr No 4 (131 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/131-F of 2009 Appr No 4.pdf,NA
132,2009,"The National Capital Territory of Delhi Laws (Special Provisions) Second Bill, 2009",URBAN DEVELOPMENT,14/12/2009,16/12/2009,17/12/2009,22/12/2009,40,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/NCT (132 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/NCT.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum NCT of Delhi (10.12.09).doc
132,2009,"The National Capital Territory of Delhi Laws (Special Provisions) Second Bill, 2009",URBAN DEVELOPMENT,14/12/2009,16/12/2009,17/12/2009,22/12/2009,40,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/NCT (132 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/NCT.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigendum NCT of Delhi (10.12.09).doc
135,2009,"The Appropriation (Railways) No. 4 Bill, 2009.",RAILWAYS,15/12/2009,15/12/2009,NA,22/12/2009,44,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr Rail No4 (135 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/135-F of 2009 Railway No 4.pdf,NA
135,2009,"The Appropriation (Railways) No. 4 Bill, 2009.",RAILWAYS,15/12/2009,15/12/2009,NA,22/12/2009,44,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr Rail No4 (135 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/135-F of 2009 Railway No 4.pdf,NA
136,2009,"The Transplantation of Human Organs (Amendment) Bill, 2011.",HEALTH AND FAMILY WELFARE,18/12/2009,12/08/2011,26/08/2011,27/09/2011,16,Financial Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/136_2012_ENG_LS.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/transplnt.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Trans. of Human Organ (15.12.09).doc
136,2009,"The Transplantation of Human Organs (Amendment) Bill, 2011.",HEALTH AND FAMILY WELFARE,18/12/2009,12/08/2011,26/08/2011,27/09/2011,16,Financial Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/136_2012_ENG_LS.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/transplnt.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Trans. of Human Organ (15.12.09).doc
139,2009,"The Commercial Division of High Courts Bill, 2009.",LAW AND JUSTICE,16/12/2009,18/12/2009,NA,NA,NA,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Comm Div of High Courts (139 of 2009).pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Commercial division.doc
140,2009,"The Salaries and Allowances of Ministers (Amendment) Bill, 2009.",HOME AFFAIRS,17/12/2009,18/12/2009,22/12/2009,21/01/2010,2,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Sal Allowance of Minsters (140 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/5703rs.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda salary allowance (15.12.09).doc
140,2009,"The Salaries and Allowances of Ministers (Amendment) Bill, 2009.",HOME AFFAIRS,17/12/2009,18/12/2009,22/12/2009,21/01/2010,2,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Sal Allowance of Minsters (140 of 2009).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/5703rs.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda salary allowance (15.12.09).doc
141,2009,"The State Bank of India (Subsidiary Banks Laws) Amendment Bill, 2011.",FINANCE,18/12/2009,11/08/2011,30/08/2011,12/10/2011,17,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/SBI Sub Banks (141 of 2009).pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/noerr.doc
141,2009,"The State Bank of India (Subsidiary Banks Laws) Amendment Bill, 2011.",FINANCE,18/12/2009,11/08/2011,30/08/2011,12/10/2011,17,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/SBI Sub Banks (141 of 2009).pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/noerr.doc
17,2008,"The Finance Bill, 2008",FINANCE,29/02/2008,29/04/2008,30/04/2008,10/05/2008,18,Money Bill,Assented,NA,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Finance Act 17 of 2008.pdf,NA
18,2008,"The Delimitation (Amendment) Bill, 2008",LAW AND JUSTICE,03/03/2008,11/03/2008,18/03/2008,28/03/2008,9,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/delimitation 18-2008.pdf,"http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/DELIMITATION (amendment) Bill, 2008 by houses.pdf",http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Delimitation 27.2.08.doc
19,2008,"The Railways (Amendment) Bill, 2008",RAILWAYS,03/03/2008,11/03/2008,13/03/2008,28/03/2008,11,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/railway amdt 19-2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/rlys amd both house.pdf,NA
21,2008,"The Appropriation (Railways) Vote on Account Bill, 2008.",RAILWAYS,11/03/2008,11/03/2008,12/03/2008,18/03/2008,1,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Rly VoA 21of 2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/appr rail voa 21 of 08.pdf,NA
22,2008,"The Representation of the People (Amendment) Bill, 2008",LAW AND JUSTICE,10/03/2008,11/03/2008,18/03/2008,28/03/2008,10,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/rpa 22-2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/RP.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Rep. of people.doc
23,2008,"The Sugar Development Fund (Amendment) Bill, 2008.","CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",11/03/2008,17/03/2008,19/03/2008,24/03/2008,4,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/sugar 23-2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/sugar 23 of 08.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Sugar Development Fund.doc
27,2008,"The Prasar Bharati (Broadcasting Corporation of India) Amendment Bill, 2008",INFORMATION AND BROADCASTING,10/03/2008,17/03/2008,18/03/2008,28/03/2008,12,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Prasar Bharati 27 of 2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/prasr bharti.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Prasar Bharati.doc
28,2008,"The Forward Contracts (Regulation) Amendment Bill, 2008.","CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",13/03/2008,NA,NA,NA,NA,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Forw Cont 28of 2008.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda Forward Contracts(10.3.08).doc
29,2008,"The Appropriation (Railways) Bill, 2008.",RAILWAYS,11/03/2008,11/03/2008,12/03/2008,18/03/2008,2,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr. Rail 29 of 2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/appr rail 29 of 08.pdf,NA
30,2008,"The Appropriation (Railways) No. 2 Bill, 2008",RAILWAYS,11/03/2008,11/03/2008,12/03/2008,18/03/2008,3,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr Rail (No.2) 30 of 2008.pdf,"http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/appr rail 2, 30 of 08.pdf",NA
31,2008,"The Karnataka Appropriation (Vote on Account) Bill, 2008",FINANCE,14/03/2008,14/03/2008,17/03/2008,25/03/2008,7,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Kanataka Appropriation VOA 31 of 2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/kar voa 31 of 08.pdf,NA
32,2008,"The Karnataka Appropriation Bill, 2008",FINANCE,14/03/2008,14/03/2008,17/03/2008,25/03/2008,8,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Kanataka Appropriation 32 of 2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/kar appr 32 of 08.pdf,NA
33,2008,"The Appropriation (Vote on Account) Bill, 2008",FINANCE,14/03/2008,14/03/2008,17/03/2008,25/03/2008,5,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appro VoA 33 of 2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/appr voa 33 of 08.pdf,NA
34,2008,"The Appropriation Bill, 2008",FINANCE,14/03/2008,14/03/2008,17/03/2008,25/03/2008,6,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr 34 of 2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/appr 34 of 08.pdf,NA
39,2008,"The Appropriation (Railways) No. 3 Bill, 2008",RAILWAYS,17/04/2008,17/04/2008,22/04/2008,NA,16,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr Rail No.3.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/39 of 2008 appro rail no.3.pdf,NA
40,2008,"The Appropriation (No.2) Bill, 2008",FINANCE,24/04/2008,24/04/2008,30/04/2008,06/05/2008,17,Money Bill,Assented,"http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/appr 2, 40 of 2008.pdf",http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appropriation No.2 40 of 2008.pdf,NA
41,2008,"The Supreme Court (Number of Judges) Amendment Bill, 2008",LAW AND JUSTICE,29/04/2008,22/12/2006,NA,05/02/2009,11,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/supreme court 41 of 2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/41 F of 2008.pdf,NA
42,2008,"The Compensatory Afforestation Fund Bill, 2008.",ENVIRONMENT AND FORESTS,05/05/2008,23/12/2008,NA,NA,NA,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Comp Afforestation 42 of 2008.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda compensatory afforestation.doc
45,2008,"The Railways (Second Amendment) Bill, 2008",RAILWAYS,20/10/2008,NA,NA,NA,NA,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Railways (second) 45 of 2008 (to be).pdf,NA,NA
55,2008,"The Workmen's Compensation (Amendment) Bill, 2008.",LABOUR,20/10/2008,NA,NA,NA,NA,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/workmen 55 of 2008 (to be).pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda workmen compensation.doc
56,2008,"The Employees' State Insurance (Amendment) Bill, 2008",LABOUR AND EMPLOYMENT,21/10/2008,NA,NA,NA,NA,Ordinary Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/esi 56 of 2008 (to be).pdf,NA,NA
57,2008,"The Companies Bill, 2008",CORPORATE AFFAIRS,23/10/2008,NA,NA,NA,NA,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Company 57 of 2008.pdf,NA,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda (Companies) Upload- 23.10.2008.doc
60,2008,"The Appropriation (No.3) Bill, 2008",FINANCE,21/10/2008,21/10/2008,22/10/2008,31/10/2008,20,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr No.3 (60 of 2008).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr No.3 60F of 2008.pdf,NA
61,2008,"The Science and Engineering Research Board Bill, 2008.",SCIENCE AND TECHNOLOGY,23/10/2008,12/12/2008,NA,NA,NA,Financial Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Science and Tech.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/scince & engg -Houses.pdf,NA
62,2008,"The Appropriation (Railways) No. 4 Bill, 2008",RAILWAYS,22/10/2008,22/10/2008,23/10/2008,31/10/2008,21,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr Rail No 4.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Appr Rail No 4 (62F of 2008).pdf,NA
64,2008,"The Central Universities Bill, 2008",HUMAN RESOURCE DEVELOPMENT,23/10/2008,NA,NA,NA,NA,Financial Bill,Withdrawn,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Central Univ Bill 64 of 2008.pdf,NA,NA
66,2008,"The President's Emoluments and Pension (Amendment) Bill, 2008",HOME AFFAIRS,24/10/2008,24/10/2008,15/12/2008,30/12/2008,28,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/president.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/66F.pdf,NA
67,2008,"The Vice President's Pension (Amendment) Bill, 2008",HOME AFFAIRS,24/10/2008,24/10/2008,15/12/2008,30/12/2008,29,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/vpresident.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/67F.pdf,NA
68,2008,"The Salaries and Allowances of Officers of Parliament (Amendment) Bill, 2008.",PARLIAMENTARY AFFAIRS,24/10/2008,24/10/2008,15/12/2008,30/12/2008,30,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Officers of Parl.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/68F.pdf,NA
69,2008,"The Governors (Emoluments, Allowances and Priviliges) Amendment Bill, 2008",HOME AFFAIRS,24/10/2008,24/10/2008,NA,NA,NA,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Gov. emoluments.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/Governors Both Houses.pdf,NA
70,2008,"The Prevention of Corruption (Amendment) Bill, 2008","PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",19/12/2008,23/12/2008,NA,NA,NA,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/POC.pdf,NA,NA
74,2008,"The Land Ports Authority of India Bill, 2008",HOME AFFAIRS,18/12/2008,NA,NA,NA,NA,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Land port 74 of 08.pdf,NA,NA
75,2008,"The National Investigation Agency Bill, 2008.",HOME AFFAIRS,16/12/2008,17/12/2008,NA,NA,NA,Financial Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/N Inv Agency 75 of 2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/NIA - Houses.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda-National Investigation Agency.doc
76,2008,"The Unlawful Activities (Prevention) Amendment Bill, 2008",HOME AFFAIRS,16/12/2008,17/12/2008,NA,31/12/2008,35,Ordinary Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Unlawful Activities 76 of 2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/unlawful - Houses.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/Errata/corrigenda (UNLAWFUL ACTIVITIES) 16.12.2008.doc
77,2008,"The National Highways Authority of India (Amendment) Bill, 2008","SHIPPING, ROAD TRANSPORT AND HIGHWAYS",22/12/2008,NA,NA,NA,NA,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/NHAI 77 of 2008.pdf,NA,NA
78,2008,"The Life Insurance Corporation (Amendment) Bill, 2008",FINANCE,22/12/2008,NA,NA,NA,NA,Financial Bill,Lapsed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/LIC 78 of 2008.pdf,NA,NA
79,2008,"The Agricultural and Processed Food Products Export Development Authority (Amendment) Bill, 2008",COMMERCE AND INDUSTRY,22/12/2008,23/12/2008,16/02/2009,06/03/2009,20,Ordinary Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/APEDA 79 of 2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/79-F of 2008.pdf,NA
80,2008,"The High Court and Supreme Court Judges (Salaries and Conditions of Service) Amendment Bill, 2008",LAW AND JUSTICE,22/12/2008,19/02/2009,24/02/2009,16/03/2009,23,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/HC SC Judges Salaries 80 of 2008.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/80f of of 2008.pdf,NA
81,2008,"The Appropriation (Railways) No. 5 Bill, 2008",RAILWAYS,22/12/2008,22/12/2008,23/12/2008,30/12/2008,32,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr rail No.5 (81 of 2008).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/81F.pdf,NA
82,2008,"The Appropriation (No.4) Bill, 2008",FINANCE,19/12/2008,19/12/2008,22/12/2008,30/12/2008,31,Money Bill,Assented,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Appr No.4 (82 of 08).pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/82F.pdf,NA
22,2007,"The Finance Bill, 2007",FINANCE,28/02/2007,03/05/2007,NA,NA,NA,Money Bill,Passed,http://164.100.24.219/BillsTexts/LSBillTexts/asintroduced/Finance Bill 2007.pdf,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/22F.pdf,NA
23,2007,"The National Tax Tribunal (Amendment) Bill, 2007",LAW AND JUSTICE,01/03/2007,19/03/2007,20/03/2007,03/04/2007,18,Ordinary Bill,Passed,NA,NA,NA
24,2007,"The National Institute of Pharmaceutical Education and Rsearch (Amendment) Bill, 2007",CHEMICALS AND FERTILIZERS,01/03/2007,16/03/2007,19/03/2007,03/04/2007,19,Ordinary Bill,Passed,NA,NA,NA
26,2007,"The Sports Broadcasting Signals (Mandatory Sharing with Prasar Bharati) Bill, 2007",INFORMATION AND BROADCASTING,01/03/2007,08/03/2007,09/03/2007,19/03/2007,11,Ordinary Bill,Passed,NA,NA,NA
27,2007,"The National Rural Employment Guarantee (Extension of Jammu and Kashmir) Bill, 2007",RURAL DEVELOPMENT,07/03/2007,19/03/2007,27/04/2007,11/05/2007,23,Ordinary Bill,Passed,NA,NA,NA
28,2007,"The Appropriation (Railways) Vote on Account Bill, 2007",RAILWAYS,09/03/2007,09/03/2007,NA,NA,NA,Money Bill,Passed,NA,NA,NA
29,2007,"The Indian Maritime University Bill, 2007","SHIPPING, ROAD TRANSPORT AND HIGHWAYS",13/03/2007,21/10/2008,NA,NA,NA,Financial Bill,Passed,NA,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/indian maritime 08 by Houses.pdf,NA
30,2007,"The Taxation Laws (Amendment) Bill, 2007",FINANCE,09/03/2007,19/03/2007,20/03/2007,26/03/2007,16,Money Bill,Passed,NA,NA,NA
31,2007,"The Banking Regulation (Amendment) Bill, 2007",FINANCE,09/03/2007,16/03/2007,19/03/2007,26/03/2007,17,Ordinary Bill,Passed,NA,NA,NA
35,2007,"The Appropriation (Railways) Bill, 2007",RAILWAYS,09/03/2007,09/03/2007,NA,NA,NA,Money Bill,Passed,NA,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/35_2007.PDF,NA
36,2007,"The Appropropriation (Vote on Account) Bill, 2007",FINANCE,16/03/2007,16/03/2007,19/03/2007,22/03/2007,14,Money Bill,Passed,NA,http://164.100.24.219/BillsTexts/LSBillTexts/PassedBothHouses/36_F_2007.pdf,NA
